DF_INDEX	corpus	lang_prof	xml_file	sent_num	src	tgt	corrected	text_type	line_start	line_end	strat_key
13135	Kolipsi_2	L2	I38_GOB09MAT_1.xml	11	Ich habe bezahlt und hatte mich umgedreht um weg zu gehen.	Ich habe bezahlt und hatte mich umgedreht um wegzugehen	True	picture story	72147	72156	Kolipsi_2_picture story_True
11377	Kolipsi_2	L2	I20_FOG06NIC_2.xml	8	Wenn du dich wirklich an diese Leute gebunden fühlst, dann triff sie!	Wenn du dich wirklich an diese Leute gebunden fühlst, dann triff sie!	False	opinion	42499	42513	Kolipsi_2_opinion_False
2218	Kolipsi_1_L1	L1	M0106_1.xml	10	Ich weiß ja nicht, was ich gemacht hätte.	Ich weiß ja nicht, was ich gemacht hätte.	False	picture story	39234	39244	Kolipsi_1_L1_picture story_False
10595	Kolipsi_2	L2	I13_GOB31CHI_1.xml	1	Liebe Anna, wie geht es dier?	Liebe Anna, wie geht es dir?	True	picture story	30961	30969	Kolipsi_2_picture story_True
11563	Kolipsi_2	L2	I22_DIL27SIM_1.xml	3	"Wenn Sie comt in die Kasse die Komnese hat sie gefragt: "" Wo hast du diese sachen gekauft? """	"Wenn sie kommt in die Kasse die Commessa hat sie gefragt: "" Wo hast du diese Sachen gekauft? """	True	picture story	45729	45750	Kolipsi_2_picture story_True
17431	LEONIDE	L2	DE_pic_3_57X31A03_107.xml	10	Der Zug war da und er fuhr weg.	Der Zug war da und er fuhr weg.	False	picture story	59405	59414	LEONIDE_picture story_False
12819	Kolipsi_2	L2	I37_BAB09PIE_2.xml	6	Es ist fast wie in einem virtuellen Gefängnis zu sein, weil man in wenigen Wochen alle gesunden Beziehungen verliert.	Es ist fast wie in einem virtuellen Gefängnis zu sein, weil man in wenigen Wochen alle gesunden Beziehungen verliert.	False	opinion	66948	66969	Kolipsi_2_opinion_False
8973	Kolipsi_2	L2	D57_LUC10CLA_1.xml	2	Heute habe ich eine komische Sache gesehen und ich möchte das dir erzählen.	Heute habe ich eine komische Sache gesehen und ich möchte das dir erzählen.	False	picture story	3645	3659	Kolipsi_2_picture story_False
11992	Kolipsi_2	L2	I24_MAF06MAT_2.xml	3	Mein Rat ist: du muss für ein paar Wochen alles lassen, und nachher wieder mit alle deine Freunde wieder schreiben.	Mein Rat ist: Du muss für ein paar Wochen alles lassen, und nachher wieder mit alle deine Freunde wieder schreiben.	True	opinion	53493	53516	Kolipsi_2_opinion_True
1340	Kolipsi_1_L1	L1	M0073_2.xml	11	Zu empfehlen wäre meiner Meinung und Erfahrung nach aber kein Küstengebiet am Mittelmeer.	Zu empfehlen wäre meiner Meinung und Erfahrung nach aber kein Küstengebiet am Mittelmeer.	False	opinion	23860	23874	Kolipsi_1_L1_opinion_False
18216	LEONIDE	L2	DE_pic_3_57Y27A17_114.xml	10	Die Jungen sagen Aufwiedersehen und Die Madchen gehen zu der Zug.	Die Jungen sagen Auf Wiedersehen und die Mädchen gehen zu der Zug.	True	picture story	72134	72146	LEONIDE_picture story_True
2647	Kolipsi_1_L1	L1	M0139_1.xml	3	Danach habe ich sie auf der Straße getroffen und wir sind kurz zu Giovanni's einen Kaffee trinken gegangen.	Danach habe ich sie auf der Straße getroffen und wir sind kurz zu Giovanni's einen Kaffee trinken gegangen.	False	picture story	47023	47042	Kolipsi_1_L1_picture story_False
17882	LEONIDE	L2	DE_pic_3_57X33A14_106.xml	7	Alle wahren sehr Traurig, da man nicht wuste ob der Vater wieder kommt.	Alle waren sehr traurig, da man nicht wusste ob der Vater wieder kommt.	True	picture story	66773	66788	LEONIDE_picture story_True
4705	Kolipsi_1_L2	L2	3361_1.xml	2	Ihre Freundin Maria war letzte Wochen einkaufen.	Ihre Freundin Maria war letzte Wochen einkaufen.	False	picture story	88	96	Kolipsi_1_L2_picture story_False
13973	LEONIDE	L2	DE_op_1_57X31A06_100.xml	6	Spanisch, weil viele Spanier oder Menschen die spanisch sprechen kommen manchmal nach Südtirol deswegen wäre es schön das auch zu lernen.	Spanisch, weil viele Spanier oder Menschen die Spanisch sprechen kommen manchmal nach Südtirol deswegen wäre es schön das auch zu lernen.	True	opinion	1152	1175	LEONIDE_opinion_True
6868	Kolipsi_1_L2	L2	5370_2.xml	8	Die Berge sind mehr ruhig, aber das Meer ist mehr spaß.	Die Berge sind mehr ruhig, aber das Meer ist mehr Spaß.	True	opinion	32645	32658	Kolipsi_1_L2_opinion_True
9249	Kolipsi_2	L2	I05_CAS06GIO_2.xml	1	Ich habe auf dein Erfahrung gelesen.	Ich habe auf dein Erfahrung gelesen.	False	opinion	8620	8627	Kolipsi_2_opinion_False
11485	Kolipsi_2	L2	I21_IA07MAT_2.xml	3	Viele Junge heut zu tage kenen lernen leute in internet dass sie nie gesehen hatten.	Viele Junge heutzutage kennen lernen Leute in Internet das sie nie gesehen hatten.	True	opinion	44282	44296	Kolipsi_2_opinion_True
4294	Kolipsi_1_L1	L1	M0204_1.xml	6	Ihre Mutter hatte ihr nämlich aufgetragen für ihre kranke Großmutter einzukaufen und jetzt hatte sie kein Geld mehr und konnte ihre Mutter nicht erreichen.	Ihre Mutter hatte ihr nämlich aufgetragen für ihre kranke Großmutter einzukaufen und jetzt hatte sie kein Geld mehr und konnte ihre Mutter nicht erreichen.	False	picture story	74815	74840	Kolipsi_1_L1_picture story_False
11652	Kolipsi_2	L2	I23_CRE08ELE_2.xml	14	Ich würde mich freuen, wenn Sie mich auf dem Laufenden halten würden.	Ich würde mich freuen, wenn Sie mich auf dem Laufenden halten würden.	False	opinion	47450	47464	Kolipsi_2_opinion_False
10813	Kolipsi_2	L2	I15_FAN21RAM_2.xml	3	Ich mochte kennen Leute in Bar, in Schule oder in ein Ort.	Ich mochte kennen Leute in Bar, in Schule oder in ein Ort.	False	opinion	34167	34181	Kolipsi_2_opinion_False
8885	Kolipsi_2	L2	D37_ZAN11ELE_1.xml	1	Letzte Woche habe ich dich nicht treffen können, weil Maria einige Probleme an der Kasse des Supermarktes gehabt hatte.	Letzte Woche habe ich dich nicht treffen können, weil Maria einige Probleme an der Kasse des Supermarktes gehabt hatte.	False	picture story	2025	2046	Kolipsi_2_picture story_False
7446	Kolipsi_1_L2	L2	5880_1.xml	12	Maria antwortet dass sie das Obst und das Gemüse im Obsthändler gekauft hat Der direktor frat sie das Kassazettel.	Maria antwortet dass sie das Obst und das Gemüse im Obsthändler gekauft hat Der Direktor frat sie das Kassazettel.	True	picture story	41736	41756	Kolipsi_1_L2_picture story_True
6095	Kolipsi_1_L2	L2	4910_1.xml	2	Ich erzähle dir die Geschichte von meine Freundin Maria.	Ich erzähle dir die Geschichte von meine Freundin Maria.	False	picture story	20917	20927	Kolipsi_1_L2_picture story_False
13113	Kolipsi_2	L2	I38_FER03EDO_2.xml	7	Trotzdem sind sie nicht die wichtiger Freunden meinen Leben.	Trotzdem sind sie nicht die wichtiger Freunden meinen Leben.	False	opinion	71803	71813	Kolipsi_2_opinion_False
5476	Kolipsi_1_L2	L2	4451_2.xml	4	Ich weiß, dass diese eine schwere Entscheidung ist, aber wir mussen schon dem Hotel anrufen.	Ich weiß, dass diese eine schwere Entscheidung ist, aber wir müssen schon dem Hotel anrufen.	True	opinion	10978	10996	Kolipsi_1_L2_opinion_True
16209	LEONIDE	L2	DE_pic_1_57X34A12_4.xml	4	Jetzt waren sie draußen gerettet.	Jetzt waren sie draußen gerettet.	False	picture story	40652	40658	LEONIDE_picture story_False
13824	Kolipsi_2	L2	I99_CAR14GIU_1.xml	1	Hallo Anna, wie geht es dir?	Hallo Anna, wie geht es dir?	False	picture story	83621	83629	Kolipsi_2_picture story_False
5970	Kolipsi_1_L2	L2	4852_1.xml	5	dort hat alles angefangen; beim bezahlen habe ich die Quittung nicht mitgenommen und bin dann weiter einkaufen gegangen.	Dort hat alles angefangen; beim Bezahlen habe ich die Quittung nicht mitgenommen und bin dann weiter einkaufen gegangen.	True	picture story	19156	19176	Kolipsi_1_L2_picture story_True
15914	LEONIDE	L2	DE_pic_1_57X32A06_3.xml	10	Der Vater war überrast, denn seinem Sohn gefiel die Schule sehr.	Der Vater war überrascht, denn seinem Sohn gefiel die Schule sehr.	True	picture story	35572	35585	LEONIDE_picture story_True
10904	Kolipsi_2	L2	I15_SIL23LAU_1.xml	7	Sie hat ihre Chefin gerüft.	Sie hat ihre Chefin gerüft.	False	picture story	35660	35666	Kolipsi_2_picture story_False
6535	Kolipsi_1_L2	L2	5285_2.xml	1	Der Direktor lachte über was es passiert ist und lies Maria gehen.	Der Direktor lachte über was es passiert ist und ließ Maria gehen.	True	opinion	27435	27448	Kolipsi_1_L2_opinion_True
10325	Kolipsi_2	L2	I11_DEM06MAS_1.xml	9	Die Polizei hat mir so gelassen.	Die Polizei hat mir so gelassen.	False	picture story	26344	26351	Kolipsi_2_picture story_False
9279	Kolipsi_2	L2	I05_KER10IET_1.xml	4	Sie hat eine problem in Kasse.	Sie hat eine Problem in Kasse.	True	picture story	9069	9076	Kolipsi_2_picture story_True
2868	Kolipsi_1_L1	L1	M0149_1.xml	5	Bis jetzt ist ja noch alles normal, aber im Supermarkt ist ihr etwas passiert Zunächst kauft sie mit ihrem Einkaufswagen mehrere Sachen ein.	Bis jetzt ist ja noch alles normal, aber im Supermarkt ist ihr etwas passiert Zunächst kauft sie mit ihrem Einkaufswagen mehrere Sachen ein.	False	picture story	50690	50715	Kolipsi_1_L1_picture story_False
9641	Kolipsi_2	L2	I08_ELA31ANA_1.xml	8	Wenn Sie geht in die Kasse, Sie ein Problem hat, weil sie hat nicht der Kassenzettel.	Wenn sie geht in die Kasse, sie ein Problem hat, weil sie hat nicht der Kassenzettel.	True	picture story	15178	15197	Kolipsi_2_picture story_True
1202	Kolipsi_1_L1	L1	M0063_2.xml	17	Sag mir einfach was du davon hältst und dann buchen wir.	Sag mir einfach was du davon hältst und dann buchen wir.	False	opinion	20865	20877	Kolipsi_1_L1_opinion_False
5649	Kolipsi_1_L2	L2	4608_1.xml	1	Meine Freundin Maria war letzte Woche einkaufen.	Meine Freundin Maria war letzte Woche einkaufen.	False	picture story	13667	13675	Kolipsi_1_L2_picture story_False
9646	Kolipsi_2	L2	I08_HRS22ROB_1.xml	2	Mir geht es gut danke.	Mir geht es gut danke.	False	picture story	15260	15266	Kolipsi_2_picture story_False
17755	LEONIDE	L2	DE_pic_3_57X32A15_104.xml	6	Er umarmte seine Mutter für 1 minute und sagte ihr etwas in die Ohren.	Er umarmte seine Mutter für 1 Minute und sagte ihr etwas in die Ohren.	True	picture story	64755	64770	LEONIDE_picture story_True
15416	LEONIDE	L2	DE_op_3_57X34A01_109.xml	4	Englisch sollte man auch können, da es die Weltsprache ist.	Englisch sollte man auch können, da es die Weltsprache ist.	False	opinion	27485	27497	LEONIDE_opinion_False
601	Kolipsi_1_L1	L1	M0035_1.xml	12	Wahnsinn, was wegen einem vergessenen Kassenzettel alles passieren kann.	Wahnsinn, was wegen einem vergessenen Kassenzettel alles passieren kann.	False	picture story	10045	10056	Kolipsi_1_L1_picture story_False
5939	Kolipsi_1_L2	L2	4667_1.xml	1	Letzte Woche Maria hatte einen Probem bei dem Super Market...	Letzte Woche Maria hatte einen Problem bei dem Supermarket...	True	picture story	18494	18506	Kolipsi_1_L2_picture story_True
17060	LEONIDE	L2	DE_pic_2_57X34A09_54.xml	8	Eine laute Stimme hörte man aus den Büschen ziehen: „ Nah ihr Feiglinge!	Eine laute Stimme hörte man aus den Büschen ziehen: „ Nah ihr Feiglinge!	False	picture story	53871	53886	LEONIDE_picture story_False
5647	Kolipsi_1_L2	L2	4607_2.xml	7	Also, wie gesagt: Ob wir auf den Berg oder aufs Meer fahren, werden wir uns sicher ammüsieren und Spaß haben.	Also, wie gesagt: Ob wir auf den Berg oder aufs Meer fahren, werden wir uns sicher amüsieren und Spaß haben.	True	opinion	13625	13649	Kolipsi_1_L2_opinion_True
6205	Kolipsi_1_L2	L2	4925_2.xml	3	Ich bin eine Woche nach Rodi mit meiner Mutter und meiner Tante gefahren.	Ich bin eine Woche nach Rodi mit meiner Mutter und meiner Tante gefahren.	False	opinion	22473	22487	Kolipsi_1_L2_opinion_False
15747	LEONIDE	L2	DE_pic_1_57X31A03_2.xml	12	Es ist noch nicht fertig dort liegt auch...	Es ist noch nicht fertig dort liegt auch...	False	picture story	32516	32527	LEONIDE_picture story_False
7518	Kolipsi_1_L2	L2	5887_1.xml	2	Ich bin nur jetzt vom Arbeit nach Hause züruck, endlich bin ich am Computer und kann ich dich schreiben.	Ich bin nur jetzt vom Arbeit nach Hause zurück, endlich bin ich am Computer und kann ich dich schreiben.	True	picture story	43023	43044	Kolipsi_1_L2_picture story_True
17349	LEONIDE	L2	DE_pic_2_57Y28A04_50.xml	2	Aber dann sehen nicht ein Wolf, aber viele Wölfe.	Aber dann sehen nicht ein Wolf, aber viele Wölfe.	False	picture story	58115	58126	LEONIDE_picture story_False
11813	Kolipsi_2	L2	I23_PAP26ARI_2.xml	5	Alles im Leben hat irgendwo ein Limit, sonst ist es schädlich, so soll auch die Benutzung des Internets immer in Maßen gehalten werden.	Alles im Leben hat irgendwo ein Limit, sonst ist es schädlich, so soll auch die Benutzung des Internets immer in Maßen gehalten werden.	False	opinion	50656	50682	Kolipsi_2_opinion_False
7571	Kolipsi_1_L2	L2	5891_1.xml	9	Zuerst ist sie beim Obsthändler gegangen.	Zuerst ist sie beim Obsthändler gegangen.	False	picture story	43868	43875	Kolipsi_1_L2_picture story_False
5144	Kolipsi_1_L2	L2	3812_1.xml	6	Beim Obst- und Gemüseladen hat meine Freundin viel gekauft.	Beim Obst- und Gemüseladen hat meine Freundin viel gekauft.	False	picture story	6315	6325	Kolipsi_1_L2_picture story_False
10439	Kolipsi_2	L2	I11_REB08MAS_1.xml	6	Die Verkäuferin rufte die Polizei an und eine Polizistin hat sie weggebracht.	Die Verkäuferin rufte die Polizei an und eine Polizistin hat sie weggebracht.	False	picture story	28142	28155	Kolipsi_2_picture story_False
3001	Kolipsi_1_L1	L1	M0154_1.xml	4	Anschließend ging sie in den Supermarkt, um den Rest, der auf der Einkaufsliste stand, einzukaufen.	Anschließend ging sie in den Supermarkt, um den Rest, der auf der Einkaufsliste stand, einzukaufen.	False	picture story	52880	52899	Kolipsi_1_L1_picture story_False
15228	LEONIDE	L2	DE_op_3_57X32A03_108.xml	6	Ich finde, dass die Schüler und Schülerinnen können auch Spanisch lernen oder Latein.	Ich finde, dass die Schüler und Schülerinnen können auch Spanisch lernen oder Latein.	False	opinion	23606	23621	LEONIDE_opinion_False
17302	LEONIDE	L2	DE_pic_2_57Y27A05_61.xml	3	Eines tages Marika und Lily geht in der Wald.	Eines Tages Marika und Lily geht in der Wald.	True	picture story	57555	57565	LEONIDE_picture story_True
5440	Kolipsi_1_L2	L2	4444_2.xml	5	Die frische Atmosfere der Bergen, könnte uns viel Relay schenken.	Die frische Atmosphäre der Bergen, könnte uns viel Relay schenken.	True	opinion	10364	10376	Kolipsi_1_L2_opinion_True
16780	LEONIDE	L2	DE_pic_2_57X33A02_52.xml	3	Da hat Jamy ihren Rucksack genomen mit eine Taschen lampe und eine Axt.	Da hat Jamy ihren Rucksack genommen mit eine Taschenlampe und eine Axt.	True	picture story	49971	49984	LEONIDE_picture story_True
6235	Kolipsi_1_L2	L2	4959_2.xml	8	Aber ich mage lieber ans Meer weil wir unterhalten uns mehr.	Aber ich mage lieber ans Meer weil wir unterhalten uns mehr.	False	opinion	22834	22846	Kolipsi_1_L2_opinion_False
6031	Kolipsi_1_L2	L2	4857_1.xml	1	Liebe Doriana, Maria war letzte Woche einkaufen.	Liebe Doriana, Maria war letzte Woche einkaufen.	False	picture story	20094	20103	Kolipsi_1_L2_picture story_False
5701	Kolipsi_1_L2	L2	4612_2.xml	2	Ich schreibe dir dieses Brief um dich zu errinern dass wir dieses Sommer zusammen verbringen werden.	Ich schreibe dir dieses Brief um dich zu erinnern dass wir dieses Sommer zusammen verbringen werden.	True	opinion	14430	14447	Kolipsi_1_L2_opinion_True
13203	Kolipsi_2	L2	I38_PAG02GRE_2.xml	6	Du hast eine Schwierige Situation zu lösen.	Du hast eine schwierige Situation zu lösen.	True	opinion	73324	73332	Kolipsi_2_opinion_True
8326	Kolipsi_1_L2	L2	7010_2.xml	3	die Verkauferin wollte 5 Euro wie ein Geschenk, aber Maria böse wurde, weil sie wollte nur die Sache bezahlen, dass Maria hat gekauft.	Die Verkäuferin wollte 5 Euro wie ein Geschenk, aber Maria böse wurde, weil sie wollte nur die Sache bezahlen, dass Maria hat gekauft.	True	opinion	56152	56179	Kolipsi_1_L2_opinion_True
9843	Kolipsi_2	L2	I09_CHI14GIU_1.xml	2	Heute habe ich mit Maria gesprochen und sie hat mir, was sie passiert ist, erzählt.	Heute habe ich mit Maria gesprochen und sie hat mir, was sie passiert ist, erzählt.	False	picture story	18032	18050	Kolipsi_2_picture story_False
6335	Kolipsi_1_L2	L2	5034_1.xml	1	Ich offe dass auch du liebst mehr das Meer und so gehen wir am Meer zusammen.	Ich hoffe dass auch du liebst mehr das Meer und so gehen wir am Meer zusammen.	True	picture story	24638	24655	Kolipsi_1_L2_picture story_True
12084	Kolipsi_2	L2	I25_CAV08MAT_1.xml	2	Die Frau muss den Rucksack ausleeren.	Die Frau muss den Rucksack ausleeren.	False	picture story	55018	55025	Kolipsi_2_picture story_False
6124	Kolipsi_1_L2	L2	4913_2.xml	2	Dier Freund, Diese Sommerferien wurde ich in den Bergen oder am Meer fahren.	Dier Freund, diese Sommerferien wurde ich in den Bergen oder am Meer fahren.	True	opinion	21383	21398	Kolipsi_1_L2_opinion_True
10583	Kolipsi_2	L2	I13_COV27SIR_1.xml	12	Er sah, dass die Verkäuferin Maria bei den Haaren zog.	Er sah, dass die Verkäuferin Maria bei den Haaren zog.	False	picture story	30737	30749	Kolipsi_2_picture story_False
7936	Kolipsi_1_L2	L2	6403_2.xml	16	Sicher konnen wir dort viele neue Leute kennen lernen.	Sicher können wir dort viele neue Leute kennen lernen.	True	opinion	49545	49555	Kolipsi_1_L2_opinion_True
10987	Kolipsi_2	L2	I17_BON27MAT_1.xml	3	Sie ist in einem Obst- und Gemüseladen einkaufen gehgangen.	Sie ist in einem Obst- und Gemüseladen einkaufen gegangen.	True	picture story	36933	36943	Kolipsi_2_picture story_True
13448	Kolipsi_2	L2	I39_ZOM13FRA_2.xml	1	Sehr Geehrte Paul, ich habe deinen Brief gestern gelesen und glaube mich, ich verstehe dich sehr gut.	Sehr geehrte Paul, ich habe deinen Brief gestern gelesen und glaube mich, ich verstehe dich sehr gut.	True	opinion	77713	77733	Kolipsi_2_opinion_True
11681	Kolipsi_2	L2	I23_DEM11ROM_2.xml	10	Mit Unbekannten zu chatten ist sehr riskant, denn man weiß nicht, wer sich hinter einem Monitor versteckt.	Mit Unbekannten zu chatten ist sehr riskant, denn man weiß nicht, wer sich hinter einem Monitor versteckt.	False	opinion	47980	48000	Kolipsi_2_opinion_False
3822	Kolipsi_1_L1	L1	M0189_1.xml	7	Ich wollte gerade mein Geld aus der Tasche holen, als ich plötzlich merkte, dass es nicht da ist.	Ich wollte gerade mein Geld aus der Tasche holen, als ich plötzlich merkte, dass es nicht da ist.	False	picture story	66770	66791	Kolipsi_1_L1_picture story_False
11906	Kolipsi_2	L2	I24_BER30MAT_2.xml	11	Hallo Giulia, Ich bin Federica.	Hallo Giulia, ich bin Federica.	True	opinion	52390	52397	Kolipsi_2_opinion_True
16232	LEONIDE	L2	DE_pic_1_57X34A18_4.xml	1	Der Vater ist dick, Schwarz, Weis und hat ein Schnurbart.	Der Vater ist dick, schwarz, weiß und hat ein Schnurrbart.	True	picture story	41086	41099	LEONIDE_picture story_True
6526	Kolipsi_1_L2	L2	5285_1.xml	4	Sie kaufte zuerst in einem Obst- und Gemüseladen ein.	Sie kaufte zuerst in einem Obst- und Gemüseladen ein.	False	picture story	27306	27316	Kolipsi_1_L2_picture story_False
13097	Kolipsi_2	L2	I38_DES08SAR_2.xml	7	Für mich Internet löscht die menschliche gefühle, man muss leben.	Für mich Internet löscht die menschliche Gefühle, man muss leben.	True	opinion	71505	71517	Kolipsi_2_opinion_True
14797	LEONIDE	L2	DE_op_2_57X34A05_55.xml	1	Und wir sollen mit den Menschen net umgehen und ihnen helfen und es muss gemacht werden dass sie eine arbeit finden und viel Spaß in Europa haben.	Und wir sollen mit den Menschen nett umgehen und ihnen helfen und es muss gemacht werden dass sie eine Arbeit finden und viel Spaß in Europa haben.	True	opinion	15843	15871	LEONIDE_opinion_True
2379	Kolipsi_1_L1	L1	M0125_1.xml	2	Sie kam schon mit einem Lächeln ins Geschäft, wo wir uns trafen.	Sie kam schon mit einem Lächeln ins Geschäft, wo wir uns trafen.	False	picture story	42189	42203	Kolipsi_1_L1_picture story_False
728	Kolipsi_1_L1	L1	M0040_2.xml	11	Ich selbst würde lieber ans Meer fahren, weil mir die Weite und die Art der Landschaft besser gefällt.	Ich selbst würde lieber ans Meer fahren, weil mir die Weite und die Art der Landschaft besser gefällt.	False	opinion	12520	12540	Kolipsi_1_L1_opinion_False
10665	Kolipsi_2	L2	I14_BIC12COJ_1.xml	6	Als habe ich sie so gesehen, bin ich gegangen, für antworten warum sie ist so Angst und sie sagt mir alles klar.	Als habe ich sie so gesehen, bin ich gegangen, für antworten warum sie ist so Angst und sie sagt mir alles klar.	False	picture story	32035	32060	Kolipsi_2_picture story_False
7854	Kolipsi_1_L2	L2	6398_1.xml	6	Weißt du übrigens, was unserer lieben Freundin Maria vor einer Woche passiert ist?	Weißt du übrigens, was unserer lieben Freundin Maria vor einer Woche passiert ist?	False	picture story	48216	48231	Kolipsi_1_L2_picture story_False
12859	Kolipsi_2	L2	I37_GAS02FRA_1.xml	7	Deshalb entschied sie in die Bank zu gehen um das Geld zu nehmen.	Deshalb entschied sie in die Bank zu gehen um das Geld zu nehmen.	False	picture story	67451	67465	Kolipsi_2_picture story_False
7756	Kolipsi_1_L2	L2	6328_2.xml	3	In die Bergen ich gheu mehr und es für mich ist schön.	In die Bergen ich gheu mehr und es für mich ist schön.	False	opinion	46749	46762	Kolipsi_1_L2_opinion_False
14276	LEONIDE	L2	DE_op_1_57X34A15_7.xml	4	Deshalb fordere ich Französisch als Schulfach!	Deshalb fordere ich Französisch als Schulfach!	False	opinion	6945	6952	LEONIDE_opinion_False
8278	Kolipsi_1_L2	L2	7004_1.xml	3	Ich will etwas anderen zu machen, viel am Strand liegen und ins Meer swimmen.	Ich will etwas anderen zu machen, viel am Strand liegen und ins Meer schwimmen.	True	picture story	55272	55288	Kolipsi_1_L2_picture story_True
207	Kolipsi_1_L1	L1	M0015_2.xml	2	Zum einen, würde ich gerne in die Berge fahren.	Zum einen, würde ich gerne in die Berge fahren.	False	opinion	3288	3299	Kolipsi_1_L1_opinion_False
7704	Kolipsi_1_L2	L2	6319_2.xml	3	Ich wollte fragen macht mir eine Urlaub in den Bergen oder am Meer.	Ich wollte fragen macht mir eine Urlaub in den Bergen oder am Meer.	False	opinion	45921	45935	Kolipsi_1_L2_opinion_False
6441	Kolipsi_1_L2	L2	5045_1.xml	7	Die Kassiererin ruft die polizei.	Die Kassiererin ruft die Polizei.	True	picture story	26140	26146	Kolipsi_1_L2_picture story_True
13431	Kolipsi_2	L2	I39_WEI26MAR_2.xml	3	Vor einigen Jahren geschah so etwas auch mir.	Vor einigen Jahren geschah so etwas auch mir.	False	opinion	77482	77491	Kolipsi_2_opinion_False
12474	Kolipsi_2	L2	I34_LAS16SIL_2.xml	4	Leider aber, denke ich, dass du zu viel virtuelle Freundschaft hast.	Leider aber, denke ich, dass du zu viel virtuelle Freundschaft hast.	False	opinion	60958	60972	Kolipsi_2_opinion_False
16758	LEONIDE	L2	DE_pic_2_57X32A19_49.xml	10	Tea ging in den Wald, obwohl sie schreckliche Angst hatte.	Tea ging in den Wald, obwohl sie schreckliche Angst hatte.	False	picture story	49569	49581	LEONIDE_picture story_False
7279	Kolipsi_1_L2	L2	5776_1.xml	7	Meine Freundin möchtet weg gehen aber die Verkäuferin haltet sie.	Meine Freundin möchtet weggehen aber die Verkäuferin haltet sie.	True	picture story	39142	39152	Kolipsi_1_L2_picture story_True
7871	Kolipsi_1_L2	L2	6399_2.xml	1	Ehrlich gesagt bevorzuge ich die Stimmung und das Rauschen des Meeres: ich finde die Wärme und das reine Wasser faszinierend und erlebe mit meinen Freudnen auf der Insel Elba eine schöne Erfahrung.	Ehrlich gesagt bevorzuge ich die Stimmung und das Rauschen des Meeres: Ich finde die Wärme und das reine Wasser faszinierend und erlebe mit meinen Freunden auf der Insel Elba eine schöne Erfahrung.	True	opinion	48597	48631	Kolipsi_1_L2_opinion_True
8430	Kolipsi_1_L2	L2	7023_2.xml	6	Lieber Freund, Entschuldige mich, wenn ich dich nocheinmal störe, aber ich wollte dich fragen, ob du lieber am Meer oder in den Bergen mit mir fahren möchtest.	Lieber Freund, entschuldige mich, wenn ich dich noch einmal störe, aber ich wollte dich fragen, ob du lieber am Meer oder in den Bergen mit mir fahren möchtest.	True	opinion	58022	58054	Kolipsi_1_L2_opinion_True
14864	LEONIDE	L2	DE_op_2_57X34A20_55.xml	2	Man könnte die Flüchtlinge in eine Schule einlade wo sie Regeln lernen und unsere Sprache und Kultur.	Man könnte die Flüchtlinge in eine Schule einladen wo sie Regeln lernen und unsere Sprache und Kultur.	True	opinion	17046	17064	LEONIDE_opinion_True
1114	Kolipsi_1_L1	L1	M0061_1.xml	9	Ich verstand zunächst einmal nicht wieso.	Ich verstand zunächst einmal nicht wieso.	False	picture story	19190	19197	Kolipsi_1_L1_picture story_False
7572	Kolipsi_1_L2	L2	5891_1.xml	10	sie hat ein paar Äpfel zwei Bananen, ein Kilo Tomaten gekauft.	Sie hat ein paar Äpfel zwei Bananen, ein Kilo Tomaten gekauft.	True	picture story	43876	43889	Kolipsi_1_L2_picture story_True
14929	LEONIDE	L2	DE_op_2_57Y25A20_62.xml	3	Lernen alle Tage funktioniren sehr gut und mache Hausaaugabe. - Ich lerne nich mit Freunde, weil ich distraktieren kann	Lernen alle Tage funktionieren sehr gut und mache Hausaufgabe. - Ich lerne nicht mit Freunde, weil ich distraktieren kann	True	opinion	18101	18122	LEONIDE_opinion_True
10124	Kolipsi_2	L2	I10_PEC23ELI_2.xml	4	Ich denke, dass neue Leute zu treffen immer gut ist, aber nicht in dieser Weg.	Ich denke, dass neue Leute zu treffen immer gut ist, aber nicht in dieser Weg.	False	opinion	22976	22994	Kolipsi_2_opinion_False
15314	LEONIDE	L2	DE_op_3_57X32A17_108.xml	4	Ich finde es gut dass wir Englisch lernen, weil das die Internationale Sprache ist.	Ich finde es gut dass wir Englisch lernen, weil das die internationale Sprache ist.	True	opinion	25489	25505	LEONIDE_opinion_True
14910	LEONIDE	L2	DE_op_2_57Y25A13_62.xml	4	In der Schule konzentrieren und die Hausaufgaben machen, lesen Bücher in anderen Sprachen, lerne mit Freunden.	In der Schule konzentrieren und die Hausaufgaben machen, lesen Bücher in anderen Sprachen, lerne mit Freunden.	False	opinion	17811	17830	LEONIDE_opinion_False
17569	LEONIDE	L2	DE_pic_3_57X31A21_107.xml	2	"Der Mann umarmte auch seine Frau und zum Schluss sagte er seine Frau: "" Weine nicht ich werde bald kommen und auf euch wieder aufpassen! ""."	"Der Mann umarmte auch seine Frau und zum Schluss sagte er seine Frau: "" Weine nicht ich werde bald kommen und auf euch wieder aufpassen! ""."	False	picture story	61727	61756	LEONIDE_picture story_False
16956	LEONIDE	L2	DE_pic_2_57X34A02_54.xml	6	"Ich sagte: Gehen wir solange es noch hell ist. """	"Ich sagte: Gehen wir solange es noch hell ist. """	False	picture story	52399	52411	LEONIDE_picture story_False
