corpus	lang_prof	xml_file	sent_num	src	tgt	corrected	text_type	line_start	line_end
Kolipsi_2	L2	I19_OBE02STE_2.xml	3	Für mich war es eigentlich eine sehr lustiger Zeit.	Für mich war es eigentlich eine sehr lustiger Zeit.	False	opinion	40935	40945
Kolipsi_2	L2	I19_OBE02STE_2.xml	4	Ich saß nur mehr am Computer.	Ich saß nur mehr am Computer.	False	opinion	40946	40953
Kolipsi_2	L2	I19_OBE02STE_2.xml	5	Ich hatte keine Freunde mehr und ich verlor meine Arbeitstelle.	Ich hatte keine Freunde mehr und ich verlor meine Arbeitsstelle.	True	opinion	40954	40965
Kolipsi_2	L2	I19_OBE02STE_2.xml	6	Somit war mein Leben beendet.	Somit war mein Leben beendet.	False	opinion	40966	40972
Kolipsi_2	L2	I19_OBE02STE_2.xml	7	Ich habe alles wegen der virtuellen Freunde auf den social Networks hintengelassen.	Ich habe alles wegen der virtuellen Freunde auf den Social Networks hintengelassen.	True	opinion	40973	40986
Kolipsi_2	L2	I19_OBE02STE_2.xml	8	Du solltest nicht den selben Fehler machen deshalb kannst du ja deine Freunde fragen ob sie sich mit dir treffen wollen oder du wirst die Freundschaft beenden.	Du solltest nicht denselben Fehler machen deshalb kannst du ja deine Freunde fragen ob sie sich mit dir treffen wollen oder du wirst die Freundschaft beenden.	True	opinion	40987	41014
Kolipsi_2	L2	I19_PEL04GIA_1.xml	1	Lieber Max, wie geht es dir?	Lieber Max, wie geht es dir?	False	picture story	41015	41023
Kolipsi_2	L2	I19_PEL04GIA_1.xml	2	Mir ist heute etwas schreckliches passiert.	Mir ist heute etwas Schreckliches passiert.	True	picture story	41024	41031
Kolipsi_2	L2	I19_PEL04GIA_1.xml	3	Ich war heute beim Obsthändler und habe dort Obst und Gemüse gekauft.	Ich war heute beim Obsthändler und habe dort Obst und Gemüse gekauft.	False	picture story	41032	41045
Kolipsi_2	L2	I19_PEL04GIA_1.xml	4	Ich habe, das dann alles in meine Tasche gesteckt.	Ich habe, das dann alles in meine Tasche gesteckt.	False	picture story	41046	41057
Kolipsi_2	L2	I19_PEL04GIA_1.xml	5	Als ich in den Supermarkt ging dachte die Kassiererin, dass ich das Obst gestohlen hatte.	Als ich in den Supermarkt ging dachte die Kassiererin, dass ich das Obst gestohlen hatte.	False	picture story	41058	41075
Kolipsi_2	L2	I19_PEL04GIA_1.xml	6	Also hat sie sofort die Polizei gerufen und ich hatte den Kassazettel verloren.	Also hat sie sofort die Polizei gerufen und ich hatte den Kassazettel verloren.	False	picture story	41076	41090
Kolipsi_2	L2	I19_PEL04GIA_1.xml	7	Somit sind wir mit der Polizei in die Obsthändlerei gegangen und so konnte die Verkäuferin beweisen, dass es nicht so war.	Somit sind wir mit der Polizei in die Obsthändlerei gegangen und so konnte die Verkäuferin beweisen, dass es nicht so war.	False	picture story	41091	41114
Kolipsi_2	L2	I19_PEL04GIA_1.xml	8	Doch zu dieser Zeit war die Obsthändlerei schon geschlossen.	Doch zu dieser Zeit war die Obsthändlerei schon geschlossen.	False	picture story	41115	41125
Kolipsi_2	L2	I19_PEL04GIA_1.xml	9	So bin ich mit ihnen in die Quästur gefahren.	So bin ich mit ihnen in die Quästur gefahren.	False	picture story	41126	41136
Kolipsi_2	L2	I19_PEL04GIA_1.xml	10	Zum Glück fand ich, den Kassezettel in meiner Hosentasche.	Zum Glück fand ich, den Kassezettel in meiner Hosentasche.	False	picture story	41137	41148
Kolipsi_2	L2	I19_PEL04GIA_1.xml	11	Hoffe dich bald zu sehen.	Hoffe dich bald zu sehen.	False	picture story	41149	41155
Kolipsi_2	L2	I19_PEL04GIA_2.xml	1	Lieber Paul, Ich weiß genau von was Sie sprechen es ist mir nämlich auch einmal passiert.	Lieber Paul, ich weiß genau von was Sie sprechen es ist mir nämlich auch einmal passiert.	True	opinion	41156	41174
Kolipsi_2	L2	I19_PEL04GIA_2.xml	2	Sie sollten das genau den Betreffenden Menschen erklären.	Sie sollten das genau den betreffenden Menschen erklären.	True	opinion	41175	41184
Kolipsi_2	L2	I19_PEL04GIA_2.xml	3	Sie haben einen sehr guten Grund warum Sie sich von diesem Social Network gelöscht haben.	Sie haben einen sehr guten Grund warum Sie sich von diesem Social Network gelöscht haben.	False	opinion	41185	41201
Kolipsi_2	L2	I19_PEL04GIA_2.xml	4	Diese Menschen gibt es vielleicht nicht einmal.	Diese Menschen gibt es vielleicht nicht einmal.	False	opinion	41202	41210
Kolipsi_2	L2	I19_PEL04GIA_2.xml	5	Manche Menschen sind schon davon abhängig und haben nicht einmal mehr die Möglichkeit sich zu löschen.	Manche Menschen sind schon davon abhängig und haben nicht einmal mehr die Möglichkeit sich zu löschen.	False	opinion	41211	41228
Kolipsi_2	L2	I19_PEL04GIA_2.xml	6	Sie sollten sich darüber keine Gedanken machen und sich nicht davor schämen.	Sie sollten sich darüber keine Gedanken machen und sich nicht davor schämen.	False	opinion	41229	41242
Kolipsi_2	L2	I19_PEL04GIA_2.xml	7	Es gibt sehr viele Menschen die ihr ganzes Leben wegen einer Flamme aufgegeben hatte und danach von dem Menschen der dann tatsächlich hinter dem Computer saßen enttäuscht waren.	Es gibt sehr viele Menschen die ihr ganzes Leben wegen einer Flamme aufgegeben hatte und danach von dem Menschen der dann tatsächlich hinter dem Computer saßen enttäuscht waren.	False	opinion	41243	41272
Kolipsi_2	L2	I19_PEL04GIA_2.xml	8	Alles andere würde ich lieber mit Ihnen persönlich besprechen.	Alles andere würde ich lieber mit Ihnen persönlich besprechen.	False	opinion	41273	41283
Kolipsi_2	L2	I19_PEL04GIA_2.xml	9	Wann haben Sie denn Zeit?	Wann haben Sie denn Zeit?	False	opinion	41284	41290
Kolipsi_2	L2	I19_PEL04GIA_2.xml	10	Liebe Grüße Ihr treuer Berater.	Liebe Grüße Ihr treuer Berater.	False	opinion	41291	41297
Kolipsi_2	L2	I19_ROM06DEB_1.xml	1	Der Polizist sagt Maria das sie Nach Hause gehen konnte und dass sie kann ruhig sein.	Der Polizist sagt Maria dass sie nach Hause gehen konnte und dass sie kann ruhig sein.	True	picture story	41298	41315
Kolipsi_2	L2	I19_ROM06DEB_2.xml	1	Wir haben oft über virtuelle Freundschaften gesprochen, ich denke, dass virtuelle Freundschaften gleich wie die anderen Freundschaften sind, der einzige Unterschied ist, dass sie selten diese Freunde sehen, aber sie konnen negativ betrachtet werden, zum Beispiel von die Familien weil Sie diese Freunden nicht kennen.	Wir haben oft über virtuelle Freundschaften gesprochen, ich denke, dass virtuelle Freundschaften gleich wie die anderen Freundschaften sind, der einzige Unterschied ist, dass sie selten diese Freunde sehen, aber sie können negativ betrachtet werden, zum Beispiel von die Familien weil Sie diese Freunden nicht kennen.	True	opinion	41316	41368
Kolipsi_2	L2	I19_ROM06DEB_2.xml	2	In meine Meinung diese Freundschaften sehr positiv sind um die Sitten und Gebräuche auf ander orten kennen.	In meine Meinung diese Freundschaften sehr positiv sind um die Sitten und Gebräuche auf ander Orten kennen.	True	opinion	41369	41387
Kolipsi_2	L2	I19_ROM06DEB_2.xml	3	Mein Rat ist, dass du deine Freunde die Situation erklären musst, Sie werden sicher verstanden.	Mein Rat ist, dass du deine Freunde die Situation erklären musst, Sie werden sicher verstanden.	False	opinion	41388	41406
Kolipsi_2	L2	I19_VEN01SIM_1.xml	1	Liber Albert, Maria ist vor einigen Tagen zum Obst- und Gemüseladen gegangen um Obst für eine gute Nachspeiße zu kaufen.	Lieber Albert, Maria ist vor einigen Tagen zum Obst- und Gemüseladen gegangen um Obst für eine gute Nachspeise zu kaufen.	True	picture story	41407	41429
Kolipsi_2	L2	I19_VEN01SIM_1.xml	2	Sie bezahlt und im Stress vergisst sie, den Kassenzettel mitzunehmen.	Sie bezahlt und im Stress vergisst sie, den Kassenzettel mitzunehmen.	False	picture story	41430	41442
Kolipsi_2	L2	I19_VEN01SIM_1.xml	3	Im anderen Geschäft hat sie Milch, Brot, Butter und alles was sie noch brauchte.	Im anderen Geschäft hat sie Milch, Brot, Butter und alles was sie noch brauchte.	False	picture story	41443	41460
Kolipsi_2	L2	I19_VEN01SIM_1.xml	4	An der Kasse fragt sie die Verkäuferin ob sie das Obst schon bezahlt hat.	An der Kasse fragt sie die Verkäuferin ob sie das Obst schon bezahlt hat.	False	picture story	41461	41476
Kolipsi_2	L2	I19_VEN01SIM_1.xml	5	Und sie sucht in ihren großen grünen Handtasche nach dem Kassenbeleg.	Und sie sucht in ihren großen grünen Handtasche nach dem Kassenbeleg.	False	picture story	41477	41489
Kolipsi_2	L2	I19_VEN01SIM_1.xml	6	Sie kann ihn aber nicht finden.	Sie kann ihn aber nicht finden.	False	picture story	41490	41497
Kolipsi_2	L2	I19_VEN01SIM_1.xml	7	Die Verkäuferin wollte die Polizei rufen aber die Frau tat ihr Leitd und sie ruft in die andere Geschäft an um zu kontrollieren.	Die Verkäuferin wollte die Polizei rufen aber die Frau tat ihr leid und sie ruft in die andere Geschäft an um zu kontrollieren.	True	picture story	41498	41522
Kolipsi_2	L2	I19_VEN01SIM_1.xml	8	Die andere Verkauferin bestatigt es und die Sache war aufgeklärt.	Die andere Verkäuferin bestätigt es und die Sache war aufgeklärt.	True	picture story	41523	41534
Kolipsi_2	L2	I19_VEN01SIM_2.xml	1	Lieber Paul, Ich habe deine Anzeige in der Zeitung "Junge Woche" gelesen.	Lieber Paul, ich habe deine Anzeige in der Zeitung "Junge Woche" gelesen.	True	opinion	41535	41551
Kolipsi_2	L2	I19_VEN01SIM_2.xml	2	Ich kann sehr gut mitfühlen was du durchmachst.	Ich kann sehr gut mitfühlen was du durchmachst.	False	opinion	41552	41561
Kolipsi_2	L2	I19_VEN01SIM_2.xml	3	Auch mir ist vor einiger Zeit etwas Ähnliches passiert.	Auch mir ist vor einiger Zeit etwas Ähnliches passiert.	False	opinion	41562	41572
Kolipsi_2	L2	I19_VEN01SIM_2.xml	4	Viele meiner Freundschaften gingen den Bach hinunter.	Viele meiner Freundschaften gingen den Bach hinunter.	False	opinion	41573	41581
Kolipsi_2	L2	I19_VEN01SIM_2.xml	5	Aber ich riss mich zusammen und fasste den Entschluss meines Lebens zu ändern.	Aber ich riss mich zusammen und fasste den Entschluss meines Lebens zu ändern.	False	opinion	41582	41596
Kolipsi_2	L2	I19_VEN01SIM_2.xml	6	Ich entschuldigte mich bei meinen Freunden und bei meiner Familie.	Ich entschuldigte mich bei meinen Freunden und bei meiner Familie.	False	opinion	41597	41608
Kolipsi_2	L2	I19_VEN01SIM_2.xml	7	Am Anfang hielt ich nichts von virtuellen Freundschaften aber es wurde schnell zur Sucht.	Am Anfang hielt ich nichts von virtuellen Freundschaften aber es wurde schnell zur Sucht.	False	opinion	41609	41624
Kolipsi_2	L2	I19_VEN01SIM_2.xml	8	Ich rate dir professionelle Hilfe zu holen.	Ich rate dir professionelle Hilfe zu holen.	False	opinion	41625	41633
Kolipsi_2	L2	I19_VEN01SIM_2.xml	9	Melde dich bei mir sobald du es im Griff hast, denn im möchte dir eine Behilflichsein.	Melde dich bei mir sobald du es im Griff hast, denn im möchte dir eine behilflich sein.	True	opinion	41634	41652
Kolipsi_2	L2	I19_VEN01SIM_2.xml	10	Du solltest nicht vor den Konsequenzen Angst haben.	Du solltest nicht vor den Konsequenzen Angst haben.	False	opinion	41653	41662
Kolipsi_2	L2	I19_VEN01SIM_2.xml	11	Es ist sehr schlimm sich im Internet zu verlieben.	Es ist sehr schlimm sich im Internet zu verlieben.	False	opinion	41663	41673
Kolipsi_2	L2	I19_VEN01SIM_2.xml	12	Deshalb solltest du dich auf die Sozialen Freundespreise konzentrieren.	Deshalb solltest du dich auf die sozialen Freundespreise konzentrieren.	True	opinion	41674	41684
Kolipsi_2	L2	I20MAS01SAB_1.xml	1	Hallo Stefi, Wie geht'es dir?	Hallo Stefi, wie geht es dir?	True	picture story	41685	41692
Kolipsi_2	L2	I20MAS01SAB_1.xml	2	Diese ist alle, deine Freundin Sabrina.	Diese ist alle, deine Freundin Sabrina.	False	picture story	41693	41701
Kolipsi_2	L2	I20_CAI18ILA_1.xml	1	Ich wollte dir erzahlen was Maria letzte Woche passiert ist.	Ich wollte dir erzählen was Maria letzte Woche passiert ist.	True	picture story	41702	41713
Kolipsi_2	L2	I20_CAI18ILA_1.xml	2	Ich kann nicht verstanden was passiert ist.	Ich kann nicht verstanden was passiert ist.	False	picture story	41714	41722
Kolipsi_2	L2	I20_CAI18ILA_1.xml	3	Zuerst war Maria in einem Obst- und Gemüseladen und sie hat einigen Sachen gekauft.	Zuerst war Maria in einem Obst- und Gemüseladen und sie hat einigen Sachen gekauft.	False	picture story	41723	41738
Kolipsi_2	L2	I20_CAI18ILA_1.xml	4	Später war sie im Supermarkt.	Später war sie im Supermarkt.	False	picture story	41739	41745
Kolipsi_2	L2	I20_CAI18ILA_1.xml	5	Sie hatte Wasser, Muesli, mais und Hundenahrung in der Wagen aufgesetz.	Sie hatte Wasser, Müsli, Mais und Hundenahrung in der Wagen aufgesetz.	True	picture story	41746	41760
Kolipsi_2	L2	I20_CAI18ILA_1.xml	6	Wann sie geht an der Kasse gab es ein Problem.	Wann sie geht an der Kasse gab es ein Problem.	False	picture story	41761	41772
Kolipsi_2	L2	I20_CAI18ILA_1.xml	7	Die Kassiererin hatte gedenkt dass Maria habt die Obst gestolen.	Die Kassiererin hatte gedenkt dass Maria habt die Obst gestohlen.	True	picture story	41773	41784
Kolipsi_2	L2	I20_CAI18ILA_1.xml	8	Die Kassiererin fragt Maria der Kassenzettel und Maria sucht es in ihre Tasche, aber plötzlich sie erinnert dass sie hatte es in die Obst- und Gemüseladen vergessen.	Die Kassiererin fragt Maria der Kassenzettel und Maria sucht es in ihre Tasche, aber plötzlich sie erinnert dass sie hatte es in die Obst- und Gemüseladen vergessen.	False	picture story	41785	41814
Kolipsi_2	L2	I20_CAI18ILA_1.xml	9	Maria und die Kassiererin beginnt zu diskutieren und sie ruft die Polizei an.	Maria und die Kassiererin beginnt zu diskutieren und sie ruft die Polizei an.	False	picture story	41815	41829
Kolipsi_2	L2	I20_CAI18ILA_1.xml	10	Die Polizei kommt und bringt Maria zu Polizeistation.	Die Polizei kommt und bringt Maria zu Polizeistation.	False	picture story	41830	41839
Kolipsi_2	L2	I20_CAI18ILA_1.xml	11	Nach 2 Stunden war Maria zu Hause.	Nach 2 Stunden war Maria zu Hause.	False	picture story	41840	41848
Kolipsi_2	L2	I20_CAI18ILA_1.xml	12	Habst du etwas zur mir neues zu erzählen.	Habst du etwas zur mir Neues zu erzählen.	True	picture story	41849	41858
Kolipsi_2	L2	I20_CAI18ILA_2.xml	1	Hallo Paul, ich denke dass ist eine gute Sache dass du habst deine Nummern geloschen.	Hallo Paul, ich denke dass ist eine gute Sache dass du habst deine Nummern geloschen.	False	opinion	41859	41876
Kolipsi_2	L2	I20_CAI18ILA_2.xml	2	Du musst echt Personen suchen und mit dem zum Bar gehen.	Du musst echt Personen suchen und mit dem zum Bar gehen.	False	opinion	41877	41889
Kolipsi_2	L2	I20_CAI18ILA_2.xml	3	Über virtuelle Freundschaften denke ich dass nicht richtig sind.	Über virtuelle Freundschaften denke ich dass nicht richtig sind.	False	opinion	41890	41900
Kolipsi_2	L2	I20_CHA01ABD_1.xml	1	Maria hat die Kassiererin gesagt dass sie sthelt nicht.	Maria hat die Kassiererin gesagt dass sie stehlt nicht.	True	picture story	41901	41911
Kolipsi_2	L2	I20_DIR06MAR_1.xml	1	Hallo mein Frend, Ich mochte dir eine Sache erzähle.	Hallo mein Frend, ich mochte dir eine Sache erzähle.	True	picture story	41912	41923
Kolipsi_2	L2	I20_DIR06MAR_1.xml	2	Gestern war Maria in ein Obst und Gemüseladen gegangen.	Gestern war Maria in ein Obst- und Gemüseladen gegangen.	True	picture story	41924	41934
Kolipsi_2	L2	I20_DIR06MAR_1.xml	3	Ich habe Sie getrafe und wir habe zusammen einigen Obst und Gemüse, wie Apfel, Bierne, Bananen, Tomaten, Salat, Karotten, Kartoffelsalat, gekaufen.	Ich habe sie getrafe und wir habe zusammen einigen Obst und Gemüse, wie Apfel, Bierne, Bananen, Tomaten, Salat, Karotten, Kartoffelsalat, gekaufen.	True	picture story	41935	41965
Kolipsi_2	L2	I20_DIR06MAR_1.xml	4	Später sind wir im Supermarkt gegangen.	Später sind wir im Supermarkt gegangen.	False	picture story	41966	41973
Kolipsi_2	L2	I20_DIR06MAR_1.xml	5	Dort haben wir Zutaten um die Pizza zu machen gekaufen.	Dort haben wir Zutaten um die Pizza zu machen gekaufen.	False	picture story	41974	41985
Kolipsi_2	L2	I20_DIR06MAR_1.xml	6	Dann haben wir ein Hefe, ein Kilo Mehl, ein Liter Tomatensauce, Thunfisch, Mozzarella, Käse, Salami, Schinken, Zucchini und Artischoken genehmen.	Dann haben wir ein Hefe, ein Kilo Mehl, ein Liter Tomatensauce, Thunfisch, Mozzarella, Käse, Salami, Schinken, Zucchini und Artischoken genehmen.	False	picture story	41986	42015
Kolipsi_2	L2	I20_DIR06MAR_1.xml	7	Als wir an der Kasse angekommen, war es ein Problem.	Als wir an der Kasse angekommen, war es ein Problem.	False	picture story	42016	42028
Kolipsi_2	L2	I20_DIR06MAR_1.xml	8	Die Kassiererin hat gedacht, dass Maria stohlen hatte.	Die Kassiererin hat gedacht, dass Maria stohlen hatte.	False	picture story	42029	42039
Kolipsi_2	L2	I20_DIR06MAR_1.xml	9	So Sie riefe de Polizei.	So sie riefe de Polizei.	True	picture story	42040	42046
Kolipsi_2	L2	I20_DIR06MAR_1.xml	10	Aber es war nur ein Missverständnis.	Aber es war nur ein Missverständnis.	False	picture story	42047	42054
Kolipsi_2	L2	I20_DIR06MAR_1.xml	11	Zum Glück war nichts passiert.	Zum Glück war nichts passiert.	False	picture story	42055	42061
Kolipsi_2	L2	I20_DIR06MAR_1.xml	12	Trotzt dem bist du für ein Pizza zusammen mit deine Famillie einladen.	Trotzdem bist du für ein Pizza zusammen mit deine Famillie einladen.	True	picture story	42062	42074
Kolipsi_2	L2	I20_DIR06MAR_1.xml	13	Wir warten (Maria und ich) ihne schon bald.	Wir warten (Maria und ich) ihne schon bald.	False	picture story	42075	42086
Kolipsi_2	L2	I20_FOG06NIC_1.xml	1	Mir geht es ganz gut, ich muss dir unbedingt etwas erzählen!!	Mir geht es ganz gut, ich muss dir unbedingt etwas erzählen!!	False	picture story	42087	42101
Kolipsi_2	L2	I20_FOG06NIC_1.xml	2	Du kennst doch meine Freundin Maria, die blonde, du glaubst nicht was ihr gestern passiert ist!	Du kennst doch meine Freundin Maria, die Blonde, du glaubst nicht was ihr gestern passiert ist!	True	picture story	42102	42121
Kolipsi_2	L2	I20_FOG06NIC_1.xml	3	Also, sie war gestern einkaufen, da war sie erst beim Obst- und Gemüseladen und hat dort eingekauft, und ist dann zum Supermarkt gegangen.	Also, sie war gestern einkaufen, da war sie erst beim Obst- und Gemüseladen und hat dort eingekauft, und ist dann zum Supermarkt gegangen.	False	picture story	42122	42149
Kolipsi_2	L2	I20_FOG06NIC_1.xml	4	Sie kauft ganz gelassen und ohne Probleme ein, und kommt dann an der Kasse an.	Sie kauft ganz gelassen und ohne Probleme ein, und kommt dann an der Kasse an.	False	picture story	42150	42167
Kolipsi_2	L2	I20_FOG06NIC_1.xml	5	Und da passiert es: sie glauben tatsächlich sie hätte Obst und Gemüse vom Supermarkt gestolen!	Und da passiert es: Sie glauben tatsächlich sie hätte Obst und Gemüse vom Supermarkt gestohlen!	True	picture story	42168	42184
Kolipsi_2	L2	I20_FOG06NIC_1.xml	6	Daweil hatte sie ja nur die Tasche mit dem Obst von Obstladen mit dabei!	Daweil hatte sie ja nur die Tasche mit dem Obst von Obstladen mit dabei!	False	picture story	42185	42200
Kolipsi_2	L2	I20_FOG06NIC_1.xml	7	Ist ja nicht zu glauben, da glauben sie wirklich dass jemand so ganz gelassen mit gestolener Wahre an der Kasse reinspaziert... es war ja klar dass Sie es schon vorher in einen anderen Laden gekauft hatte... aber nein, sie wollten ihr nicht glauben!	Ist ja nicht zu glauben, da glauben sie wirklich dass jemand so ganz gelassen mit gestohlener Ware an der Kasse reinspaziert... es war ja klar dass sie es schon vorher in einen anderen Laden gekauft hatte... aber nein, sie wollten ihr nicht glauben!	True	picture story	42201	42253
Kolipsi_2	L2	I20_FOG06NIC_1.xml	8	Da hat die Arme Den ganze Nachmittag im Supermark verbracht, und musste auch den Obst- und Gemüseladen anrufen, um zu zeigen dass sie wirklich dort eingekauft hatte!	Da hat die Arme den ganze Nachmittag im Supermark verbracht, und musste auch den Obst- und Gemüseladen anrufen, um zu zeigen dass sie wirklich dort eingekauft hatte!	True	picture story	42254	42284
Kolipsi_2	L2	I20_FOG06NIC_1.xml	9	Schon blöd, was da so passiert...	Schon blöd, was da so passiert...	False	picture story	42285	42295
Kolipsi_2	L2	I20_FOG06NIC_1.xml	10	Jetzt muss ich aber zur Arbeit, wir telefonieren bald, ja?	Jetzt muss ich aber zur Arbeit, wir telefonieren bald, ja?	False	picture story	42296	42309
Kolipsi_2	L2	I20_FOG06NIC_2.xml	1	Hallo Paul, ich habe deinen Brief in der Rubrik "Persönliche Briefe" gelesen und habe entschlossen, dir meine Meinung zu schreiben.	Hallo Paul, ich habe deinen Brief in der Rubrik "Persönliche Briefe" gelesen und habe entschlossen, dir meine Meinung zu schreiben.	False	opinion	42310	42335
Kolipsi_2	L2	I20_FOG06NIC_2.xml	2	Als erstes, möchte ich dir sagen dass du meiner Meinung nach gut getan hast, wieder mit dein richtiges Leben an zu fangen.	Als Erstes, möchte ich dir sagen dass du meiner Meinung nach gut getan hast, wieder mit dein richtiges Leben anzufangen.	True	opinion	42336	42358
Kolipsi_2	L2	I20_FOG06NIC_2.xml	3	Ich denke dass das Internet gut als Ablenkung und sSpass ist, aber es kann nich dein Leben und deine richtige Freunde ersetzen!	Ich denke dass das Internet gut als Ablenkung und Spaß ist, aber es kann nicht dein Leben und deine richtige Freunde ersetzen!	True	opinion	42359	42383
Kolipsi_2	L2	I20_FOG06NIC_2.xml	4	Deshalb glaub ich dass virtuelle Freundschaften eigentlich nicht existieren sollten.	Deshalb glaub ich dass virtuelle Freundschaften eigentlich nicht existieren sollten.	False	opinion	42384	42395
Kolipsi_2	L2	I20_FOG06NIC_2.xml	5	Man kann mit dem Chatten anfangen, um sich kennen lernen, aber das muss nur der Anfang sein.	Man kann mit dem Chatten anfangen, um sich kennen lernen, aber das muss nur der Anfang sein.	False	opinion	42396	42416
Kolipsi_2	L2	I20_FOG06NIC_2.xml	6	Man kann keine Freundschaft mit jemanden dem man nie gesehen hat haben, das klappt einfach nicht!	Man kann keine Freundschaft mit jemanden dem man nie gesehen hat haben, das klappt einfach nicht!	False	opinion	42417	42435
Kolipsi_2	L2	I20_FOG06NIC_2.xml	7	Freunde müssen für einander da sein, Muan muss sie sehen und mit ihnen reden.	Freunde müssen für einander da sein, man muss sie sehen und mit ihnen reden.	True	opinion	42436	42452
Kolipsi_2	L2	I20_FOG06NIC_2.xml	8	Deshalb gib ich dir diesen Rat: lösch deine ganzen "Freundschaften" nicht komplett ab, mach sie teil deines Lebens!	Deshalb gib ich dir diesen Rat: Lösch deine ganzen "Freundschaften" nicht komplett ab, mach sie Teil deines Lebens!	True	opinion	42453	42476
Kolipsi_2	L2	I20_FOG06NIC_2.xml	9	Wenn du dich wirklich an diese Leute gebunden fühlst, dann triff sie!	Wenn du dich wirklich an diese Leute gebunden fühlst, dann triff sie!	False	opinion	42477	42491
Kolipsi_2	L2	I20_FOG06NIC_2.xml	10	Lern sie im richtigen Leben kennen!	Lern sie im richtigen Leben kennen!	False	opinion	42492	42499
Kolipsi_2	L2	I20_FOG06NIC_2.xml	11	Ich glaub dass du ihnen schreiben solltest, und ihnen erklären, was du denkst und was du fühlst.	Ich glaub dass du ihnen schreiben solltest, und ihnen erklären, was du denkst und was du fühlst.	False	opinion	42500	42520
Kolipsi_2	L2	I20_FOG06NIC_2.xml	12	Wenn sie wirklich Freunde sind, werden sie dich verstehen.	Wenn sie wirklich Freunde sind, werden sie dich verstehen.	False	opinion	42521	42532
Kolipsi_2	L2	I20_FOG06NIC_2.xml	13	Ich hoffe dass ich dir ein bisschen geholfen habe!	Ich hoffe dass ich dir ein bisschen geholfen habe!	False	opinion	42533	42543
Kolipsi_2	L2	I20_GAL26FED_1.xml	1	Hallo liebe freundin, ich schreibe dir weil ich werde mein tag (gestern) erzählen.	Hallo liebe Freundin, ich schreibe dir weil ich werde mein Tag (gestern) erzählen.	True	picture story	42544	42561
Kolipsi_2	L2	I20_GAL26FED_1.xml	2	Gestern war donnerstag und ich ging in den Landen von Obst und Gemüse um einige Dinge zu kaufen.	Gestern war Donnerstag und ich ging in den Laden von Obst und Gemüse um einige Dinge zu kaufen.	True	picture story	42562	42581
Kolipsi_2	L2	I20_GAL26FED_1.xml	3	Wenig später ich tue mein einkaufmöglichkeiten in den Landen von Obst und Gemüse fertig war, so habe ich beschlossen, in den Supermarkt und Lebensmitteleinkauf für die Woche gehen.	Wenig später ich tue mein Einkaufmöglichkeiten in den Laden von Obst und Gemüse fertig war, so habe ich beschlossen, in den Supermarkt und Lebensmitteleinkauf für die Woche gehen.	True	picture story	42582	42613
Kolipsi_2	L2	I20_GAL26FED_1.xml	4	In der Supermarkt kaufte ich die Zutaten für der Geburstagskuchen für meine 6-jährige Vetter zu machen.	In der Supermarkt kaufte ich die Zutaten für der Geburtstagskuchen für meine 6-jährige Vetter zu machen.	True	picture story	42614	42631
Kolipsi_2	L2	I20_GAL26FED_1.xml	5	Ich kaufte mir so: Mehl, Milch, Hefe, Zucker, Vanille, Schokolade, Sahne und ein Dutzend Eier.	Ich kaufte mir so: Mehl, Milch, Hefe, Zucker, Vanille, Schokolade, Sahne und ein Dutzend Eier.	False	picture story	42632	42655
Kolipsi_2	L2	I20_GAL26FED_1.xml	6	Abgeschlossen um die Zutaten für den Geburstagkuchen meiner Vetter zu kaufen habe ich einige produkte zu kaufen das Haus zu säubern.	Abgeschlossen um die Zutaten für den Geburtstagkuchen meiner Vetter zu kaufen habe ich einige Produkte zu kaufen das Haus zu säubern.	True	picture story	42656	42678
Kolipsi_2	L2	I20_GAL26FED_1.xml	7	Dann ging ich zur Kasse um zu bezahlen aber es gab ein problem mit dem Kasse, die ihre Arbeit nicht wollte.	Dann ging ich zur Kasse um zu bezahlen aber es gab ein Problem mit dem Kasse, die ihre Arbeit nicht wollte.	True	picture story	42679	42702
Kolipsi_2	L2	I20_GAL26FED_1.xml	8	Dann kam ich nach Hause und ich den Kuchen vorbereitet.	Dann kam ich nach Hause und ich den Kuchen vorbereitet.	False	picture story	42703	42714
Kolipsi_2	L2	I20_LAV09GIU_1.xml	1	Die lezte Woche war für mir eine schlächte Woche.	Die letzte Woche war für mir eine schlechte Woche.	True	picture story	42715	42725
Kolipsi_2	L2	I20_LAV09GIU_1.xml	2	Ich kann nicht verstanden was passiert ist!	Ich kann nicht verstanden was passiert ist!	False	picture story	42726	42734
Kolipsi_2	L2	I20_LAV09GIU_1.xml	3	Die anderen sachen dass sie in Obst und Gemüseladen gekauft hat setzt sie in die Tasche auf und sie geht auf die Kasse.	Die anderen Sachen dass sie in Obst- und Gemüseladen gekauft hat setzt sie in die Tasche auf und sie geht auf die Kasse.	True	picture story	42735	42759
Kolipsi_2	L2	I20_LAV09GIU_1.xml	4	Dort gab es ein Problem.	Dort gab es ein Problem.	False	picture story	42760	42766
Kolipsi_2	L2	I20_LAV09GIU_1.xml	5	Die Kassiererin sieht die Gemüse in die Tasche und sie denkt dass Maria hat die Gemüse gestolt.	Die Kassiererin sieht die Gemüse in die Tasche und sie denkt dass Maria hat die Gemüse gestohlt.	True	picture story	42767	42785
